nohup: ignoring input
Processing sample: SBCC056
Running GATK HaplotypeCaller for SBCC056
13:56:37.776 WARN  GATKReadFilterPluginDescriptor - Redundant enabled filter (NotSecondaryAlignmentReadFilter) is enabled for this tool by default
13:56:37.797 WARN  GATKAnnotationPluginDescriptor - Redundant enabled annotation group (StandardAnnotation) is enabled for this tool by default
13:56:37.969 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
13:56:38.253 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.254 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.3.0.0
13:56:38.255 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
13:56:38.255 INFO  HaplotypeCaller - Executing as hamzaamhal@selva on Linux v6.1.0-23-amd64 amd64
13:56:38.255 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v17.0.11-internal+0-adhoc..src
13:56:38.256 INFO  HaplotypeCaller - Start Date/Time: May 22, 2025 at 1:56:37 PM CEST
13:56:38.256 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.256 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.258 INFO  HaplotypeCaller - HTSJDK Version: 3.0.1
13:56:38.258 INFO  HaplotypeCaller - Picard Version: 2.27.5
13:56:38.259 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
13:56:38.259 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
13:56:38.259 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
13:56:38.260 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
13:56:38.260 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
13:56:38.260 INFO  HaplotypeCaller - Deflater: IntelDeflater
13:56:38.261 INFO  HaplotypeCaller - Inflater: IntelInflater
13:56:38.261 INFO  HaplotypeCaller - GCS max retries/reopens: 20
13:56:38.261 INFO  HaplotypeCaller - Requester pays: disabled
13:56:38.261 INFO  HaplotypeCaller - Initializing engine
13:56:38.579 INFO  HaplotypeCaller - Done initializing engine
13:56:38.584 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
13:56:38.605 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to -0.0 for reference-model confidence output
13:56:38.605 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
13:56:38.633 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
13:56:38.637 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
13:56:38.667 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
13:56:38.669 INFO  IntelPairHmm - Available threads: 1
13:56:38.669 INFO  IntelPairHmm - Requested threads: 7
13:56:38.669 WARN  IntelPairHmm - Using 1 available threads, but 7 were requested
13:56:38.670 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
13:56:38.764 INFO  ProgressMeter - Starting traversal
13:56:38.765 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
17:59:28.513 INFO  ProgressMeter -    chr2H_0:178136792            232.9               2932010          12589.4
17:59:38.533 INFO  ProgressMeter -    chr2H_0:178422529            233.1               2933460          12586.6
17:59:48.584 INFO  ProgressMeter -    chr2H_0:178887019            233.2               2935830          12587.7
17:59:58.584 INFO  ProgressMeter -    chr2H_0:179127349            233.4               2937120          12584.3
18:00:08.652 INFO  ProgressMeter -    chr2H_0:179680523            233.6               2939940          12587.3
18:00:19.017 INFO  ProgressMeter -    chr2H_0:179881154            233.7               2940920          12582.2
18:00:29.017 INFO  ProgressMeter -    chr2H_0:180404157            233.9               2943110          12582.6
18:00:39.077 INFO  ProgressMeter -    chr2H_0:181091933            234.1               2946370          12587.5
18:00:49.080 INFO  ProgressMeter -    chr2H_0:181896048            234.2               2950170          12594.8
18:00:59.411 INFO  ProgressMeter -    chr2H_0:181911041            234.4               2950240          12585.8
18:01:09.421 INFO  ProgressMeter -    chr2H_0:182742839            234.6               2954160          12593.6
18:01:19.496 INFO  ProgressMeter -    chr2H_0:182997557            234.7               2955540          12590.5
18:01:29.498 INFO  ProgressMeter -    chr2H_0:183525804            234.9               2958090          12592.4
18:01:39.506 INFO  ProgressMeter -    chr2H_0:184080696            235.1               2960920          12595.5
18:01:49.559 INFO  ProgressMeter -    chr2H_0:184679436            235.2               2963970          12599.5
18:01:59.955 INFO  ProgressMeter -    chr2H_0:184930044            235.4               2965370          12596.2
18:02:09.959 INFO  ProgressMeter -    chr2H_0:185588448            235.6               2968520          12600.6
18:02:19.961 INFO  ProgressMeter -    chr2H_0:186028665            235.8               2970850          12601.6
18:02:29.967 INFO  ProgressMeter -    chr2H_0:186625033            235.9               2973830          12605.3
18:02:39.979 INFO  ProgressMeter -    chr2H_0:187190750            236.1               2976550          12607.9
18:02:49.986 INFO  ProgressMeter -    chr2H_0:187812805            236.3               2979800          12612.8
18:03:00.000 INFO  ProgressMeter -    chr2H_0:188344192            236.4               2982580          12615.6
18:03:10.018 INFO  ProgressMeter -    chr2H_0:188783318            236.6               2984880          12616.4
18:03:20.034 INFO  ProgressMeter -    chr2H_0:189260701            236.8               2987290          12617.7
18:03:30.078 INFO  ProgressMeter -    chr2H_0:189666851            236.9               2989450          12617.9
18:03:40.106 INFO  ProgressMeter -    chr2H_0:190137716            237.1               2991720          12618.6
18:03:54.634 INFO  ProgressMeter -    chr2H_0:190275174            237.3               2992430          12608.7
18:04:06.785 INFO  ProgressMeter -    chr2H_0:190277885            237.5               2992450          12598.1
18:04:16.836 INFO  ProgressMeter -    chr2H_0:190355456            237.7               2992880          12591.0
18:04:26.856 INFO  ProgressMeter -    chr2H_0:190796974            237.9               2995230          12592.0
18:04:37.691 INFO  ProgressMeter -    chr2H_0:191228115            238.0               2997440          12591.8
18:04:47.718 INFO  ProgressMeter -    chr2H_0:191664909            238.2               2999660          12592.3
18:04:57.742 INFO  ProgressMeter -    chr2H_0:192209201            238.4               3002460          12595.2
18:05:07.749 INFO  ProgressMeter -    chr2H_0:192796624            238.5               3005510          12599.2
18:05:17.750 INFO  ProgressMeter -    chr2H_0:193325228            238.7               3008120          12601.3
18:05:27.787 INFO  ProgressMeter -    chr2H_0:193793313            238.9               3010450          12602.2
18:05:41.167 INFO  ProgressMeter -    chr2H_0:194197838            239.1               3012560          12599.3
18:05:51.496 INFO  ProgressMeter -    chr2H_0:194519812            239.3               3014250          12597.3
18:06:02.056 INFO  ProgressMeter -    chr2H_0:194941233            239.5               3016420          12597.1
18:06:14.746 INFO  ProgressMeter -    chr2H_0:195533733            239.7               3019110          12597.2
18:06:24.778 INFO  ProgressMeter -    chr2H_0:196322752            239.8               3022700          12603.4
18:06:35.816 INFO  ProgressMeter -    chr2H_0:196544726            240.0               3023690          12597.8
18:06:45.824 INFO  ProgressMeter -    chr2H_0:197247426            240.2               3026830          12602.2
18:06:55.827 INFO  ProgressMeter -    chr2H_0:197643056            240.3               3028790          12601.6
18:07:06.251 INFO  ProgressMeter -    chr2H_0:198185733            240.5               3031440          12603.5
18:07:16.273 INFO  ProgressMeter -    chr2H_0:198466246            240.7               3032780          12600.3
18:07:26.805 INFO  ProgressMeter -    chr2H_0:199054250            240.9               3034910          12600.0
18:07:38.138 INFO  ProgressMeter -    chr2H_0:199658678            241.1               3037090          12599.2
18:07:49.723 INFO  ProgressMeter -    chr2H_0:199684298            241.2               3037230          12589.6
18:07:59.816 INFO  ProgressMeter -    chr2H_0:200230407            241.4               3039800          12591.5
18:08:09.825 INFO  ProgressMeter -    chr2H_0:200950022            241.6               3043040          12596.2
18:08:19.906 INFO  ProgressMeter -    chr2H_0:201407550            241.8               3045250          12596.6
18:08:29.908 INFO  ProgressMeter -    chr2H_0:201886750            241.9               3047390          12596.8
18:08:39.930 INFO  ProgressMeter -    chr2H_0:202244321            242.1               3049180          12595.5
18:08:49.984 INFO  ProgressMeter -    chr2H_0:202706763            242.3               3051340          12595.7
18:09:00.042 INFO  ProgressMeter -    chr2H_0:203363905            242.4               3054480          12599.9
18:09:10.045 INFO  ProgressMeter -    chr2H_0:203952938            242.6               3057450          12603.5
18:09:20.106 INFO  ProgressMeter -    chr2H_0:204322982            242.8               3059230          12602.2
18:09:30.106 INFO  ProgressMeter -    chr2H_0:204717064            242.9               3060980          12600.7
18:09:40.525 INFO  ProgressMeter -    chr2H_0:205336468            243.1               3064000          12604.1
18:09:50.538 INFO  ProgressMeter -    chr2H_0:206081666            243.3               3067580          12610.2
18:10:00.561 INFO  ProgressMeter -    chr2H_0:206274111            243.4               3068570          12605.6
18:10:10.566 INFO  ProgressMeter -    chr2H_0:206873853            243.6               3071500          12609.0
18:10:21.282 INFO  ProgressMeter -    chr2H_0:207263560            243.8               3073550          12608.2
18:10:31.289 INFO  ProgressMeter -    chr2H_0:207915254            243.9               3076830          12613.0
18:10:41.298 INFO  ProgressMeter -    chr2H_0:208534207            244.1               3080020          12617.5
18:10:51.298 INFO  ProgressMeter -    chr2H_0:209229420            244.3               3083490          12623.1
18:11:01.299 INFO  ProgressMeter -    chr2H_0:209507980            244.4               3085010          12620.7
18:11:11.328 INFO  ProgressMeter -    chr2H_0:210018001            244.6               3087650          12622.8
18:11:21.344 INFO  ProgressMeter -    chr2H_0:210638990            244.8               3090840          12627.3
18:11:31.387 INFO  ProgressMeter -    chr2H_0:210927483            244.9               3092320          12624.7
18:11:41.418 INFO  ProgressMeter -    chr2H_0:211422380            245.1               3094930          12626.7
18:11:51.422 INFO  ProgressMeter -    chr2H_0:212011214            245.3               3097900          12630.2
18:12:01.465 INFO  ProgressMeter -    chr2H_0:212503916            245.4               3100440          12632.0
18:12:11.630 INFO  ProgressMeter -    chr2H_0:213137740            245.6               3103620          12636.2
18:12:21.674 INFO  ProgressMeter -    chr2H_0:213502517            245.8               3105570          12635.5
18:12:31.711 INFO  ProgressMeter -    chr2H_0:214019626            245.9               3108210          12637.7
18:12:41.717 INFO  ProgressMeter -    chr2H_0:214606155            246.1               3111130          12641.0
18:12:51.730 INFO  ProgressMeter -    chr2H_0:215103425            246.3               3113680          12642.8
18:13:01.764 INFO  ProgressMeter -    chr2H_0:215709734            246.4               3116730          12646.6
18:13:11.839 INFO  ProgressMeter -    chr2H_0:216432208            246.6               3120270          12652.3
18:13:21.854 INFO  ProgressMeter -    chr2H_0:216897058            246.8               3122730          12653.7
18:13:31.860 INFO  ProgressMeter -    chr2H_0:217424559            247.0               3125320          12655.7
18:13:41.875 INFO  ProgressMeter -    chr2H_0:217834271            247.1               3127480          12655.8
18:13:51.945 INFO  ProgressMeter -    chr2H_0:218243358            247.3               3129620          12655.9
18:14:03.014 INFO  ProgressMeter -    chr2H_0:218800619            247.5               3132210          12656.9
18:14:13.019 INFO  ProgressMeter -    chr2H_0:219460271            247.6               3135530          12661.8
18:14:23.038 INFO  ProgressMeter -    chr2H_0:219867437            247.8               3137670          12661.9
18:14:33.097 INFO  ProgressMeter -    chr2H_0:220434444            248.0               3140470          12664.7
18:14:43.303 INFO  ProgressMeter -    chr2H_0:220861956            248.1               3142790          12665.3
18:14:56.126 INFO  ProgressMeter -    chr2H_0:221205096            248.4               3144640          12661.9
18:15:06.126 INFO  ProgressMeter -    chr2H_0:222105087            248.5               3148600          12669.3
18:15:16.943 INFO  ProgressMeter -    chr2H_0:223083292            248.7               3152730          12676.7
18:15:26.984 INFO  ProgressMeter -    chr2H_0:224197211            248.9               3157440          12687.1
18:15:36.995 INFO  ProgressMeter -    chr2H_0:225365941            249.0               3162390          12698.5
18:15:47.006 INFO  ProgressMeter -    chr2H_0:226485923            249.2               3167130          12709.0
18:15:57.008 INFO  ProgressMeter -    chr2H_0:227436785            249.4               3171140          12716.6
18:16:07.050 INFO  ProgressMeter -    chr2H_0:228363053            249.5               3175080          12723.9
18:16:17.066 INFO  ProgressMeter -    chr2H_0:229089143            249.7               3178190          12727.8
18:16:27.091 INFO  ProgressMeter -    chr2H_0:230150686            249.9               3182520          12736.7
18:16:37.102 INFO  ProgressMeter -    chr2H_0:231212797            250.0               3186900          12745.7
18:16:47.128 INFO  ProgressMeter -    chr2H_0:232169361            250.2               3190950          12753.3
18:16:57.143 INFO  ProgressMeter -    chr2H_0:232981795            250.4               3194520          12759.1
18:17:07.161 INFO  ProgressMeter -    chr2H_0:234007786            250.5               3198830          12767.8
18:17:17.168 INFO  ProgressMeter -    chr2H_0:234963922            250.7               3202870          12775.4
18:17:27.177 INFO  ProgressMeter -    chr2H_0:236211064            250.9               3207940          12787.1
18:17:37.188 INFO  ProgressMeter -    chr2H_0:237382436            251.0               3212780          12797.9
18:17:47.194 INFO  ProgressMeter -    chr2H_0:238528150            251.2               3217470          12808.1
18:17:57.353 INFO  ProgressMeter -    chr2H_0:239842847            251.4               3222960          12821.3
18:18:07.359 INFO  ProgressMeter -    chr2H_0:241132279            251.5               3228370          12834.3
18:18:17.369 INFO  ProgressMeter -    chr2H_0:242523312            251.7               3234110          12848.6
18:18:27.378 INFO  ProgressMeter -    chr2H_0:243803814            251.9               3239480          12861.4
18:18:37.379 INFO  ProgressMeter -    chr2H_0:245072017            252.0               3244760          12873.9
18:18:47.411 INFO  ProgressMeter -    chr2H_0:246314530            252.2               3250030          12886.2
18:18:57.413 INFO  ProgressMeter -    chr2H_0:247506609            252.4               3255120          12897.9
18:19:07.419 INFO  ProgressMeter -    chr2H_0:248240442            252.5               3258240          12901.7
18:19:17.450 INFO  ProgressMeter -    chr2H_0:249321101            252.7               3262730          12910.9
18:19:27.466 INFO  ProgressMeter -    chr2H_0:250624618            252.9               3268110          12923.7
18:19:37.466 INFO  ProgressMeter -    chr2H_0:251882189            253.0               3273420          12936.2
18:19:47.480 INFO  ProgressMeter -    chr2H_0:253300183            253.2               3279340          12951.0
18:19:57.503 INFO  ProgressMeter -    chr2H_0:254338030            253.4               3283640          12959.5
18:20:07.510 INFO  ProgressMeter -    chr2H_0:255617284            253.5               3288990          12972.0
18:20:18.010 INFO  ProgressMeter -    chr2H_0:256602338            253.7               3293060          12979.1
18:20:28.046 INFO  ProgressMeter -    chr2H_0:257935180            253.9               3298610          12992.4
18:20:38.057 INFO  ProgressMeter -    chr2H_0:259182466            254.1               3303840          13004.5
18:20:48.062 INFO  ProgressMeter -    chr2H_0:260301996            254.2               3308560          13014.5
18:20:58.066 INFO  ProgressMeter -    chr2H_0:261569767            254.4               3313800          13026.6
18:21:08.069 INFO  ProgressMeter -    chr2H_0:262920461            254.6               3319400          13040.1
18:21:18.074 INFO  ProgressMeter -    chr2H_0:263833890            254.7               3323230          13046.6
18:21:28.083 INFO  ProgressMeter -    chr2H_0:264872229            254.9               3327520          13054.9
18:21:38.090 INFO  ProgressMeter -    chr2H_0:265907422            255.1               3331840          13063.3
18:21:48.091 INFO  ProgressMeter -    chr2H_0:266720152            255.2               3335250          13068.1
18:21:58.944 INFO  ProgressMeter -    chr2H_0:267785582            255.4               3339670          13076.1
18:22:08.997 INFO  ProgressMeter -    chr2H_0:268729138            255.6               3343650          13083.1
18:22:19.241 INFO  ProgressMeter -    chr2H_0:269081779            255.7               3345100          13080.1
18:22:29.256 INFO  ProgressMeter -    chr2H_0:269796513            255.9               3348030          13083.0
18:22:39.995 INFO  ProgressMeter -    chr2H_0:270562587            256.1               3351220          13086.3
18:22:50.631 INFO  ProgressMeter -    chr2H_0:271331010            256.3               3354400          13089.7
18:23:00.644 INFO  ProgressMeter -    chr2H_0:272264510            256.4               3358420          13096.8
18:23:10.911 INFO  ProgressMeter -    chr2H_0:273097952            256.6               3361860          13101.5
18:23:20.937 INFO  ProgressMeter -    chr2H_0:274057237            256.8               3365840          13108.5
18:23:30.950 INFO  ProgressMeter -    chr2H_0:275157509            256.9               3370350          13117.5
18:23:40.962 INFO  ProgressMeter -    chr2H_0:276098996            257.1               3374360          13124.6
18:23:51.072 INFO  ProgressMeter -    chr2H_0:276975481            257.3               3378090          13130.5
18:24:01.085 INFO  ProgressMeter -    chr2H_0:277907187            257.4               3382110          13137.6
18:24:11.098 INFO  ProgressMeter -    chr2H_0:278562992            257.6               3384890          13139.9
18:24:21.117 INFO  ProgressMeter -    chr2H_0:279477823            257.8               3388810          13146.6
18:24:31.149 INFO  ProgressMeter -    chr2H_0:280514677            257.9               3393080          13154.6
18:24:41.159 INFO  ProgressMeter -    chr2H_0:281566081            258.1               3397460          13163.1
18:24:51.164 INFO  ProgressMeter -    chr2H_0:282544165            258.3               3401420          13169.9
18:25:01.174 INFO  ProgressMeter -    chr2H_0:283592376            258.4               3405800          13178.3
18:25:11.184 INFO  ProgressMeter -    chr2H_0:284418412            258.6               3409190          13183.0
18:25:21.192 INFO  ProgressMeter -    chr2H_0:285494075            258.8               3413600          13191.5
18:25:31.199 INFO  ProgressMeter -    chr2H_0:285897817            258.9               3415380          13189.9
18:25:41.204 INFO  ProgressMeter -    chr2H_0:286919708            259.1               3419680          13198.0
18:25:51.213 INFO  ProgressMeter -    chr2H_0:287842826            259.3               3423600          13204.6
18:26:01.244 INFO  ProgressMeter -    chr2H_0:288754977            259.4               3427380          13210.7
18:26:11.267 INFO  ProgressMeter -    chr2H_0:289945802            259.6               3432360          13221.4
18:26:21.270 INFO  ProgressMeter -    chr2H_0:291047793            259.8               3437260          13231.7
18:26:35.497 INFO  ProgressMeter -    chr2H_0:291674335            260.0               3439910          13229.9
18:26:45.523 INFO  ProgressMeter -    chr2H_0:292729822            260.2               3444370          13238.5
18:26:55.529 INFO  ProgressMeter -    chr2H_0:294449011            260.3               3451290          13256.6
18:27:05.557 INFO  ProgressMeter -    chr2H_0:295783288            260.5               3456850          13269.4
18:27:15.583 INFO  ProgressMeter -    chr2H_0:297122843            260.7               3462440          13282.4
18:27:25.593 INFO  ProgressMeter -    chr2H_0:298156369            260.8               3466820          13290.7
18:27:35.865 INFO  ProgressMeter -    chr2H_0:299029317            261.0               3470720          13296.9
18:27:45.868 INFO  ProgressMeter -    chr2H_0:300152652            261.2               3475390          13306.3
18:27:55.881 INFO  ProgressMeter -    chr2H_0:301285491            261.4               3480320          13316.7
18:28:05.908 INFO  ProgressMeter -    chr2H_0:301981443            261.5               3483410          13320.0
18:28:15.914 INFO  ProgressMeter -    chr2H_0:303146582            261.7               3488300          13330.2
18:28:25.932 INFO  ProgressMeter -    chr2H_0:304543728            261.9               3494110          13343.9
18:28:35.944 INFO  ProgressMeter -    chr2H_0:305824486            262.0               3499540          13356.1
18:28:45.945 INFO  ProgressMeter -    chr2H_0:307111578            262.2               3504910          13368.1
18:28:55.948 INFO  ProgressMeter -    chr2H_0:308423495            262.4               3510370          13380.4
18:29:05.956 INFO  ProgressMeter -    chr2H_0:309667409            262.5               3515550          13391.6
18:29:15.967 INFO  ProgressMeter -    chr2H_0:310671226            262.7               3519740          13399.1
18:29:25.979 INFO  ProgressMeter -    chr2H_0:312011158            262.9               3525400          13412.1
18:29:35.986 INFO  ProgressMeter -    chr2H_0:313302646            263.0               3530770          13424.0
18:29:46.256 INFO  ProgressMeter -    chr2H_0:314117020            263.2               3534180          13428.2
18:29:56.264 INFO  ProgressMeter -    chr2H_0:315301717            263.4               3539290          13439.1
18:30:06.268 INFO  ProgressMeter -    chr2H_0:316667730            263.5               3544960          13452.1
18:30:16.268 INFO  ProgressMeter -    chr2H_0:317759490            263.7               3549470          13460.7
18:30:26.272 INFO  ProgressMeter -    chr2H_0:319089756            263.9               3554990          13473.2
18:30:36.273 INFO  ProgressMeter -    chr2H_0:320393684            264.0               3560400          13485.1
18:30:46.283 INFO  ProgressMeter -    chr2H_0:321647355            264.2               3565700          13496.7
18:30:56.313 INFO  ProgressMeter -    chr2H_0:322574545            264.4               3569550          13502.7
18:31:06.316 INFO  ProgressMeter -    chr2H_0:323903840            264.5               3575060          13515.0
18:31:16.365 INFO  ProgressMeter -    chr2H_0:325092888            264.7               3580070          13525.4
18:31:26.373 INFO  ProgressMeter -    chr2H_0:326364691            264.9               3585450          13537.2
18:31:36.383 INFO  ProgressMeter -    chr2H_0:327350593            265.0               3589660          13544.6
18:31:46.388 INFO  ProgressMeter -    chr2H_0:328644579            265.2               3595140          13556.7
18:31:56.395 INFO  ProgressMeter -    chr2H_0:329610857            265.4               3599200          13563.5
18:32:06.396 INFO  ProgressMeter -    chr2H_0:330630715            265.5               3603430          13570.9
18:32:16.396 INFO  ProgressMeter -    chr2H_0:332010312            265.7               3609170          13584.0
18:32:26.423 INFO  ProgressMeter -    chr2H_0:333320394            265.9               3614690          13596.2
18:32:36.430 INFO  ProgressMeter -    chr2H_0:334663848            266.0               3620360          13609.0
18:32:47.298 INFO  ProgressMeter -       chr2H_1:989876            266.2               3625570          13619.3
18:32:57.302 INFO  ProgressMeter -      chr2H_1:1683768            266.4               3628450          13621.6
18:33:07.310 INFO  ProgressMeter -      chr2H_1:2866160            266.5               3633560          13632.3
18:33:17.311 INFO  ProgressMeter -      chr2H_1:4003632            266.7               3638550          13642.4
18:33:27.319 INFO  ProgressMeter -      chr2H_1:5245696            266.9               3643790          13653.6
18:33:37.329 INFO  ProgressMeter -      chr2H_1:6018206            267.0               3647160          13657.6
18:33:47.334 INFO  ProgressMeter -      chr2H_1:7172299            267.2               3652180          13667.9
18:33:57.339 INFO  ProgressMeter -      chr2H_1:8279110            267.4               3657060          13677.6
18:34:07.351 INFO  ProgressMeter -      chr2H_1:9710670            267.5               3663010          13691.3
18:34:17.364 INFO  ProgressMeter -     chr2H_1:10749432            267.7               3667350          13699.0
18:34:27.386 INFO  ProgressMeter -     chr2H_1:11879998            267.9               3672190          13708.5
18:34:38.114 INFO  ProgressMeter -     chr2H_1:12666506            268.1               3675650          13712.3
18:34:48.128 INFO  ProgressMeter -     chr2H_1:13827545            268.2               3680760          13722.8
18:34:58.133 INFO  ProgressMeter -     chr2H_1:14759463            268.4               3684750          13729.2
18:35:08.140 INFO  ProgressMeter -     chr2H_1:16032354            268.6               3690040          13740.3
18:35:18.153 INFO  ProgressMeter -     chr2H_1:17016703            268.7               3694330          13747.8
18:35:28.174 INFO  ProgressMeter -     chr2H_1:17848443            268.9               3698210          13753.7
18:35:38.187 INFO  ProgressMeter -     chr2H_1:18061314            269.1               3699370          13749.4
18:35:48.392 INFO  ProgressMeter -     chr2H_1:18430229            269.2               3701340          13748.1
18:35:58.446 INFO  ProgressMeter -     chr2H_1:18566975            269.4               3702120          13742.4
18:36:08.469 INFO  ProgressMeter -     chr2H_1:18762779            269.6               3703190          13737.9
18:36:18.492 INFO  ProgressMeter -     chr2H_1:19070919            269.7               3704820          13735.4
18:36:28.517 INFO  ProgressMeter -     chr2H_1:19514817            269.9               3707050          13735.2
18:36:38.601 INFO  ProgressMeter -     chr2H_1:20037661            270.1               3709700          13736.4
18:36:48.669 INFO  ProgressMeter -     chr2H_1:20580299            270.2               3712390          13737.9
18:36:58.704 INFO  ProgressMeter -     chr2H_1:21000345            270.4               3714570          13737.4
18:37:09.211 INFO  ProgressMeter -     chr2H_1:21481472            270.6               3716620          13736.1
18:37:19.331 INFO  ProgressMeter -     chr2H_1:21959387            270.7               3718760          13735.5
18:37:30.465 INFO  ProgressMeter -     chr2H_1:22319624            270.9               3720580          13732.8
18:37:44.238 INFO  ProgressMeter -     chr2H_1:22754275            271.2               3722670          13728.8
18:37:59.051 INFO  ProgressMeter -     chr2H_1:22757642            271.4               3722700          13716.5
18:38:09.090 INFO  ProgressMeter -     chr2H_1:22979914            271.6               3723810          13712.1
18:38:19.100 INFO  ProgressMeter -     chr2H_1:23602472            271.7               3726820          13714.8
18:38:29.113 INFO  ProgressMeter -     chr2H_1:24056718            271.9               3729100          13714.7
18:38:39.117 INFO  ProgressMeter -     chr2H_1:24482815            272.1               3731190          13714.0
18:38:49.128 INFO  ProgressMeter -     chr2H_1:25052669            272.2               3734060          13716.1
18:38:59.179 INFO  ProgressMeter -     chr2H_1:25603453            272.4               3736750          13717.6
18:39:09.192 INFO  ProgressMeter -     chr2H_1:26006549            272.6               3738770          13716.6
18:39:19.455 INFO  ProgressMeter -     chr2H_1:26307047            272.7               3740230          13713.3
18:39:29.473 INFO  ProgressMeter -     chr2H_1:26557734            272.9               3741460          13709.5
18:39:39.476 INFO  ProgressMeter -     chr2H_1:28370594            273.1               3748220          13725.9
18:39:49.481 INFO  ProgressMeter -     chr2H_1:30376012            273.2               3755750          13745.0
18:39:59.486 INFO  ProgressMeter -     chr2H_1:31975478            273.4               3761770          13758.7
18:40:09.487 INFO  ProgressMeter -     chr2H_1:33955598            273.6               3769170          13777.3
18:40:19.495 INFO  ProgressMeter -     chr2H_1:35589568            273.7               3775250          13791.2
18:40:29.666 INFO  ProgressMeter -     chr2H_1:36265590            273.9               3777810          13792.0
18:40:39.671 INFO  ProgressMeter -     chr2H_1:37657347            274.1               3783100          13802.9
18:40:49.674 INFO  ProgressMeter -     chr2H_1:39669789            274.2               3790550          13821.6
18:40:59.677 INFO  ProgressMeter -     chr2H_1:40913982            274.4               3795220          13830.3
18:41:09.681 INFO  ProgressMeter -     chr2H_1:42708025            274.6               3801950          13846.4
18:41:19.698 INFO  ProgressMeter -     chr2H_1:44428798            274.7               3808380          13861.4
18:41:29.706 INFO  ProgressMeter -     chr2H_1:45969024            274.9               3814160          13874.0
18:41:43.579 INFO  ProgressMeter -     chr2H_1:47157043            275.1               3818630          13878.6
18:41:53.583 INFO  ProgressMeter -     chr2H_1:48784622            275.3               3824780          13892.5
18:42:03.583 INFO  ProgressMeter -     chr2H_1:50489932            275.5               3831150          13907.2
18:42:13.596 INFO  ProgressMeter -     chr2H_1:51977590            275.6               3836710          13919.0
18:42:23.596 INFO  ProgressMeter -     chr2H_1:53675449            275.8               3843040          13933.5
18:42:33.598 INFO  ProgressMeter -     chr2H_1:55449353            276.0               3849700          13949.2
18:42:43.607 INFO  ProgressMeter -     chr2H_1:57356047            276.1               3856820          13966.6
18:42:53.665 INFO  ProgressMeter -     chr2H_1:59208583            276.3               3863790          13983.3
18:43:03.670 INFO  ProgressMeter -     chr2H_1:60825140            276.5               3869860          13996.9
18:43:13.673 INFO  ProgressMeter -     chr2H_1:61607723            276.6               3872820          13999.1
18:43:23.711 INFO  ProgressMeter -     chr2H_1:63252350            276.8               3879050          14013.2
18:43:36.916 INFO  ProgressMeter -     chr2H_1:64973600            277.0               3885570          14025.6
18:43:46.917 INFO  ProgressMeter -     chr2H_1:66637768            277.2               3891830          14039.7
18:43:56.925 INFO  ProgressMeter -     chr2H_1:68419843            277.4               3898550          14055.5
18:44:06.936 INFO  ProgressMeter -     chr2H_1:69711228            277.5               3903390          14064.5
18:44:17.839 INFO  ProgressMeter -     chr2H_1:71045044            277.7               3908400          14073.3
18:44:28.260 INFO  ProgressMeter -     chr2H_1:72388584            277.9               3913470          14082.8
18:44:39.378 INFO  ProgressMeter -     chr2H_1:74057725            278.1               3919730          14095.9
18:44:49.393 INFO  ProgressMeter -     chr2H_1:75682759            278.2               3925860          14109.5
18:44:59.398 INFO  ProgressMeter -     chr2H_1:77490618            278.4               3932640          14125.4
